ID,Name,Age,Potential,Value,Height,Weight,SprintSpeed,Stamina,Strength,Balance,Agility
242867,A. Gudjonsson,19,71,170000,187.96,74.84,62,52,66,58,38
242872,Liu Le,29,55,70000,182.88,78.02,72,67,61,57,64
242873,Zhang Lingfeng,21,61,80000,175.26,69.85,81,56,43,75,76
242874,Yang Fan,22,65,120000,182.88,74.84,75,63,58,73,51
242875,Ma Xingyu,28,61,250000,180.34,77.11,61,73,66,62,57
242877,Liu Yue,20,64,140000,175.26,66.22,70,61,41,78,80
242883,Lee Min Soo,26,62,290000,177.8,73.03,67,72,69,70,58
242893,I. Kone,19,70,200000,190.5,83.01,69,66,70,66,67
242894,E. Palsson,25,64,170000,185.42,81.19,66,60,76,54,53
242902,K. Reaves,22,68,210000,187.96,73.03,61,63,66,59,52
242903,J. Cano,22,64,120000,185.42,77.11,57,55,61,58,61
242907,B. Reynolds,17,73,80000,190.5,77.11,47,50,60,51,53
242908,J. Clarke,17,80,500000,177.8,73.94,78,53,58,73,78
242910,Liu Boyang,21,61,80000,175.26,68.04,63,65,45,74,68
242911,Zhang Yu,24,69,375000,187.96,79.83,65,78,67,61,55
242913,Luo Hao,23,61,100000,185.42,78.93,53,55,64,54,41
242914,K. Nakamura,17,80,600000,180.34,74.84,75,66,68,63,72
242915,M. Cholewiak,28,66,500000,182.88,73.03,90,68,63,59,63
242918,L. AgÅero,21,72,450000,177.8,73.03,62,62,59,69,64
242922,M. Carreazo,20,69,250000,175.26,62.14,69,79,37,84,86
242923,S. Palma,18,77,190000,187.96,74.84,54,59,72,70,53
242924,Ko Jae Hyun,19,71,190000,180.34,67.13,71,43,44,70,58
242925,Park Hyeong Jin,28,61,250000,182.88,74.84,80,64,65,63,76
242926,Park Jung Soo,31,59,130000,180.34,73.94,60,60,61,65,53
242933,J. Caraballo,22,69,325000,167.64,69.85,73,57,62,80,69
242935,A. Modiba,22,76,0,170.18,69.85,80,66,51,82,71
242936,T. Mokoena,21,71,0,175.26,72.12,72,61,52,69,52
242941,M. Bustgaard Larsen,18,70,120000,175.26,64.86,65,45,38,69,74
242944,F. Pereyra,29,62,220000,185.42,82.1,50,57,82,54,36
242947,R. Kehr,18,76,220000,187.96,79.83,68,55,66,54,62
242952,S. Bareiro,19,64,70000,182.88,84.82,55,57,72,55,51
242953,N. Boxall,26,64,0,180.34,77.11,74,69,76,64,57
242955,A. de Jong,21,67,0,180.34,73.03,68,62,66,65,61
242956,D. Mena,21,65,140000,177.8,72.12,73,71,56,74,64
242958,P. Jaeckel,19,77,825000,187.96,79.83,55,55,70,50,60
242961,S. Duke-McKenna,17,74,250000,170.18,64.86,68,49,32,83,81
242965,F. Hornby,18,81,625000,187.96,77.11,54,56,69,62,55
242969,N. Baumann,22,67,170000,193.04,83.01,18,21,58,30,38
242971,C. Palacios,17,74,400000,167.64,67.13,72,71,49,86,67
242972,M. Ibacache,19,64,90000,175.26,72.12,70,65,57,70,57
242974,K. Sessa,17,80,400000,175.26,69.85,68,49,40,77,76
242975,S. Foss,19,61,40000,175.26,68.04,55,55,60,76,54
242977,F. Sasmay,20,63,100000,175.26,73.03,60,52,55,70,58
242979,A. Maziero,20,74,500000,177.8,74.84,69,54,56,63,58
242980,M. Shabani,19,75,575000,185.42,72.12,62,49,56,63,67
242987,S. Norea,19,66,100000,182.88,69.85,61,60,59,69,43
242989,Han Seung Wook,22,68,240000,175.26,69.85,69,66,67,75,64
242994,K. Kesgin,17,74,250000,177.8,76.2,67,57,70,80,83
242995,J. Mora,25,71,700000,175.26,59.87,79,75,61,80,76
242996,J. Suarez,20,65,120000,172.72,63.96,68,63,39,81,74
242997,L. Maina,19,81,1700000,172.72,64.86,82,53,44,87,84
243000,N. Bancu,25,69,0,177.8,64.86,74,80,61,76,80
243001,A. CicÉldu,20,77,0,177.8,76.2,72,80,74,76,65
243004,A. Angulo,22,73,350000,193.04,74.84,64,65,73,50,44
243008,M. Travnk,24,76,0,175.26,69.85,57,76,57,74,73
243009,D. Cornelius,20,74,0,187.96,78.02,68,66,77,59,60
243012,B. Niezgoda,18,73,150000,198.12,84.82,26,24,73,21,22
243014,B. Mbeumo,18,79,750000,172.72,74.84,76,34,30,65,91
243015,L. Romo,23,73,675000,182.88,83.91,58,63,77,54,43
243016,Alberto Soro,19,80,1400000,172.72,63.05,64,64,58,73,63
243017,D. Kelly,27,65,525000,180.34,72.12,79,48,56,66,70
243021,E. Ortega,21,72,475000,175.26,60.78,60,49,35,77,59
243023,V. Screciu,18,80,850000,170.18,73.03,66,79,83,80,67
243032,Hugo Duro,18,75,550000,180.34,74.84,61,51,64,64,48
243035,lvaro Gomez,21,67,150000,180.34,74.84,52,47,59,58,51
243036,Jaime Sierra,20,76,700000,175.26,63.05,59,40,48,73,59
243041,J. Guttau,18,71,180000,180.34,69.85,63,44,34,79,79
243042,N. Kastenhofer,19,68,110000,185.42,74.84,57,53,62,55,57
243044,N. Ofoborh,18,75,290000,182.88,77.11,61,61,64,59,57
243049,M. Viviani,17,82,400000,180.34,67.13,71,54,57,63,64
243051,R. Deprem,20,65,140000,177.8,69.85,68,54,48,75,77
243052,H. Lfkvist,23,68,350000,185.42,76.2,68,65,69,55,60
243055,Rafael Camacho,18,81,525000,175.26,64.86,68,41,46,75,65
243059,M. Castao,19,74,190000,175.26,63.96,68,48,37,78,74
243065,Li Siqi,20,64,130000,182.88,77.11,66,72,75,59,54
243066,Wang Xiaole,21,67,200000,180.34,67.13,69,59,49,69,70
243068,Zhang Hengyuan,21,64,60000,185.42,79.83,63,45,69,54,52
243069,Cui Jingming,21,62,90000,182.88,73.03,55,47,73,63,52
243070,Liu Yaoxin,20,57,40000,175.26,63.96,81,61,39,79,84
243071,Mao Haoyu,21,62,100000,180.34,63.96,78,52,40,71,77
243072,Ding Bowei,21,59,40000,180.34,64.86,28,45,38,44,28
243073,Teng Shangkun,27,51,20000,185.42,78.02,31,45,52,33,29
243080,Carlos Isaac,20,76,625000,182.88,73.94,69,69,65,64,46
243085,Ali Shirmemet,21,61,60000,177.8,69.85,70,42,44,76,64
243088,Zhong Yihao,22,58,80000,177.8,74.84,70,59,72,69,63
243090,Nan Xiaoheng,22,59,70000,177.8,79.83,54,61,62,66,46
243091,Gao Dalun,21,58,40000,175.26,71.21,65,55,53,73,53
243092,Abdugheni Abduhamit,20,61,60000,185.42,74.84,69,56,57,59,56
243093,Zhang Jingyi,20,58,30000,190.5,77.11,22,24,60,26,29
243096,Liang Jinhu,21,60,60000,182.88,79.83,69,61,64,56,50
243097,Yin Congyao,21,59,50000,182.88,73.94,66,49,74,67,48
243099,Liu Bin,20,66,60000,182.88,69.85,58,54,49,64,70
243100,Li Shuai,23,70,375000,177.8,69.85,66,72,68,70,73
243103,Yu Zhen,21,63,90000,177.8,73.94,59,66,65,68,63
243104,Yang Fangzhi,21,59,50000,182.88,73.94,70,53,74,70,53
243105,N. Ependi,27,63,300000,172.72,68.95,74,60,65,83,72
243106,Wang Chu,27,55,90000,177.8,66.22,67,64,42,73,62
243108,Liu Yi,21,58,40000,175.26,66.22,70,69,44,80,61
243109,Wen Junjie,21,64,90000,182.88,72.12,62,58,63,57,44
243110,Sun Qibin,26,52,20000,193.04,79.83,30,24,62,24,22
243111,D. Campos,22,68,400000,177.8,77.11,70,79,61,67,70
243112,Wu Lei,21,58,40000,182.88,72.12,54,55,62,53,55
243116,J. Smylie,18,65,100000,180.34,76.2,58,59,57,57,62
243117,Xie Weijun,20,63,110000,190.5,77.11,52,51,72,48,59
243119,A. McGovern,19,65,70000,182.88,79.83,69,66,69,55,57
243121,D. Liszka,18,68,190000,175.26,78.02,75,56,46,77,81
243122,I. Magnusson,20,74,475000,180.34,73.03,81,78,55,73,70
243125,S. Strand,25,67,325000,175.26,69.85,84,76,50,72,66
243126,P. Marie,23,63,140000,172.72,63.96,69,67,41,78,69
243127,J. Martin,19,64,60000,185.42,69.85,56,49,45,60,53
243129,S. Callegari,21,73,600000,187.96,83.01,54,59,70,51,52
243131,K. Taimi,26,57,0,193.04,84.82,55,56,76,42,58
243132,R. Droehnle,19,76,600000,180.34,69.85,52,60,59,61,46
243135,J. Garcia Sossa,18,70,70000,170.18,62.14,65,34,34,86,45
243136,M. Leiva,18,72,180000,170.18,67.13,71,54,51,75,63
243137,F. Espinoza,20,67,160000,170.18,68.04,63,64,59,65,62
243138,C. Saldaa,18,77,700000,175.26,69.85,67,73,70,70,65
243139,J. Borquez,18,74,110000,175.26,82.1,32,41,51,31,41
243141,I. Jasarevic,22,64,120000,182.88,79.83,67,64,69,60,61
243142,H. Rashidi,23,68,400000,175.26,68.95,75,69,58,68,62
243144,E. Berger,24,67,250000,185.42,74.84,59,67,72,56,48
243153,M. Al Rashidi,19,73,200000,170.18,68.04,75,67,59,74,68
243154,A. Benedyczak,17,73,180000,187.96,81.19,59,64,78,51,55
243155,Manu Hernando,19,76,700000,180.34,77.11,63,66,62,64,61
243156,lvaro Garca,18,76,425000,182.88,69.85,64,64,52,62,61
243157,I. Moreno,20,72,500000,167.64,60.78,70,40,53,90,58
243158,L. Wahlstedt,18,65,50000,182.88,79.83,28,20,38,29,33
243159,A. Awad,26,62,200000,182.88,73.94,66,60,57,73,71
243160,A. Ekblad,30,52,40000,185.42,83.01,48,54,75,51,50
243161,P. Azizi,30,52,40000,177.8,78.02,50,62,68,63,46
243162,P. Kekeris,18,70,120000,172.72,64.86,75,48,38,74,65
243164,F. Konstandeliasz,19,68,80000,177.8,73.03,64,45,58,69,68
243165,N. Christoffersson,19,63,60000,190.5,77.11,39,43,67,52,38
243169,Y. Begraoui,16,81,350000,175.26,62.14,76,70,47,75,60
243170,F. Apaolaza,21,76,1100000,187.96,78.93,68,67,72,57,68
243172,L. Tupta,20,76,550000,180.34,72.12,56,56,52,68,61
243173,Kim Joon Beom,20,67,170000,175.26,72.12,70,67,62,72,54
243174,Park Kwang Il,27,58,130000,175.26,68.04,62,61,67,75,52
243175,Lee Hyun Sik,22,64,130000,175.26,63.96,61,62,56,78,58
243176,S. Wolf,19,67,130000,177.8,74.84,60,45,58,73,71
243177,L. Malicsek,19,71,200000,180.34,71.21,63,64,61,68,68
243178,B. Maguire,20,72,210000,187.96,73.94,55,60,66,59,43
243180,Y. Goke,19,72,290000,182.88,73.94,71,64,66,63,63
243185,P. Winiewski,19,64,90000,195.58,88,55,54,80,37,40
243188,H. Palacios,18,76,200000,177.8,67.13,63,58,44,72,59
243189,T. Nagaishi,22,60,60000,190.5,86.18,41,18,70,31,41
243194,Hugo Daz,21,70,180000,182.88,79.83,55,59,69,51,44
243196,C. Nicell,18,72,210000,175.26,64.86,64,63,60,70,68
243197,C. Knett,27,67,500000,182.88,81.19,32,19,62,41,41
243198,S. Melvin,23,59,50000,193.04,89.81,20,24,67,28,36
243201,lex Domnguez,19,77,650000,187.96,79.83,47,36,41,45,56
243203,K. Hgh,17,66,100000,177.8,60.78,51,40,61,69,75
243204,M. Roberts,17,66,60000,177.8,68.04,62,39,45,69,53
243210,A. Abeid,20,74,825000,175.26,73.03,68,76,69,75,73
243212,J. Berger,18,71,130000,182.88,73.03,64,64,63,64,62
243213,S. Al Wehimid,20,67,50000,180.34,78.93,26,23,53,45,27
243214,R. Telfer,24,65,280000,180.34,82.1,80,62,71,61,69
243215,A. Daniels,19,63,60000,175.26,71.21,63,41,48,74,65
243216,J. Dunn,17,74,70000,185.42,76.2,52,52,61,57,40
243217,Kim Min Jun,25,60,130000,177.8,71.21,68,67,67,68,50
243219,C. Ruiz,20,65,120000,175.26,72.12,67,64,51,73,59
243222,B. Slisz,19,64,90000,177.8,69.85,65,80,53,69,57
243227,G. Postma,20,68,300000,180.34,74.84,61,62,64,63,54
243229,T. Freriks,19,71,350000,185.42,79.83,53,55,73,55,57
243230,M. Gudmann,18,67,50000,182.88,69.85,60,54,51,65,61
243231,E. Mwepu,20,76,925000,182.88,77.11,80,61,73,66,60
243232,K. Abazaj,21,71,650000,182.88,74.84,83,60,63,66,72
243233,D. Wanner,19,77,450000,177.8,71.21,67,62,52,67,69
243235,O. Mbaizo,20,68,160000,177.8,69.85,72,64,49,66,78
243237,L. Pellegrini,19,79,1000000,177.8,72.12,72,53,50,69,54
243238,J£nior Moraes,31,76,7000000,175.26,69.85,76,71,67,73,68
243240,N. Abdali,20,68,160000,170.18,59.87,69,55,40,81,56
243241,A. Buongiorno,19,76,400000,190.5,79.83,55,55,68,47,49
243242,Park Ji Min,18,74,210000,187.96,86.18,25,17,30,32,25
243243,S. Ucar,19,72,250000,175.26,64.86,62,52,50,80,73
243244,H. TÅrkmen,20,71,400000,182.88,78.02,69,65,70,65,45
243245,O. KkáÅ,17,80,725000,180.34,69.85,70,52,53,68,68
243246,S. GussiÜs,18,67,150000,182.88,82.1,61,55,74,57,52
243249,J. Ekkelenkamp,18,78,950000,182.88,74.84,65,61,59,64,68
243251,A. Danzi,19,77,725000,175.26,69.85,66,57,53,73,57
243252,T. Hamer,18,73,110000,187.96,79.83,58,54,64,60,56
243253,K. Agudelo,19,69,130000,177.8,69.85,64,62,54,71,62
243254,F. Hrberg,19,72,350000,180.34,73.94,60,66,57,63,64
243258,J. Barrett,18,72,190000,185.42,74.84,48,49,58,55,47
243259,H. Spratt,18,70,160000,177.8,74.84,52,62,59,67,50
243260,J. De Smet,19,70,160000,185.42,84.82,15,19,80,33,30
243269,A. Doan,16,71,160000,180.34,69.85,54,58,49,68,45
243270,Heriberto Tavares,21,80,3700000,180.34,66.22,80,68,63,75,77
243271,C. YÅksel,20,75,550000,175.26,67.13,68,56,44,76,59
243273,A. Al Qahtani,19,74,220000,177.8,63.96,69,49,50,62,59
243275,L. Mai,18,84,850000,190.5,88,54,64,79,39,43
243277,J. Mukena,18,74,375000,182.88,72.12,52,60,56,73,50
243280,S. Whaler,17,67,60000,180.34,69.85,63,45,48,68,60
243281,O. Younger,18,70,160000,182.88,69.85,39,33,58,64,37
243282,D. McNeil,18,79,925000,182.88,68.04,72,66,62,79,71
243286,A. Cvetkovic,23,63,110000,187.96,87.09,73,66,77,55,49
243287,Lim Eun Soo,22,65,180000,182.88,68.04,63,69,59,65,59
243296,M. Steeves,23,66,220000,193.04,93.89,60,67,76,50,44
243299,M. Nelson,23,58,50000,193.04,82.1,16,21,56,28,34
243300,Kaka,27,65,575000,175.26,67.13,68,48,42,77,72
243301,R. Lopez-Espin,22,64,140000,190.5,91.17,59,60,83,39,47
243304,Zubiaurre,21,75,850000,187.96,82.1,28,22,58,32,33
243305,W. Kuzain,19,74,400000,177.8,73.03,63,68,57,69,65
243307,Xesc Regis,21,73,700000,180.34,76.2,63,47,66,64,54
243308,lex Dos Santos,19,75,450000,185.42,78.02,21,45,52,48,23
243311,Josep Martnez,20,75,475000,190.5,79.83,30,42,58,22,32
243314,L. Quezada,22,76,800000,170.18,66.22,72,62,52,79,64
243315,Dani Gomez,19,77,800000,177.8,69.85,65,51,70,65,70
243316,Fornos,21,74,550000,180.34,68.95,68,51,65,65,41
243318,ngel Lopez,21,71,400000,180.34,74.84,66,52,53,56,44
243321,Kim Gyeong Min,21,70,350000,185.42,78.02,81,61,62,53,73
243322,Lim Jae Hyeok,19,79,800000,180.34,66.22,76,67,63,70,67
243334,Pistu,21,71,475000,187.96,78.02,62,64,68,48,42
243337,G. Gibson,17,72,140000,175.26,71.21,70,54,56,68,68
243338,A. Bark,17,66,70000,177.8,64.86,69,57,32,71,74
243339,D. Bizimana,21,71,475000,180.34,77.11,71,63,67,69,75
243340,C. Pavez,19,64,70000,175.26,74.84,59,52,56,76,60
243341,R. Yaez,23,65,110000,180.34,79.83,25,24,53,45,28
243342,K. Ward,18,74,180000,182.88,71.21,66,65,50,57,75
243343,M. Contreras,19,66,120000,175.26,72.12,69,57,51,78,58
243344,D. Lanius,21,69,325000,195.58,84.82,64,59,85,41,51
243346,N. Heidemann,23,66,280000,185.42,79.83,73,69,71,54,61
243347,A. Bërtelsen,18,66,70000,177.8,68.04,64,36,51,68,57
243348,L. Klitten,18,65,50000,182.88,69.85,64,43,49,64,73
243350,F. Agu,18,73,290000,165.1,59.87,67,65,29,93,89
243353,B. Mumba,16,80,190000,167.64,57.15,64,68,49,66,53
243354,P. Sander,20,65,150000,177.8,69.85,64,46,43,73,69
243356,V. Reitstetter,20,68,150000,187.96,78.93,66,53,69,69,60
243357,F. Evina,17,81,725000,177.8,73.03,77,65,71,78,69
243358,Park Chang Jun,21,68,260000,175.26,64.86,74,64,36,76,79
243359,Kim Jong Jin,19,64,70000,177.8,63.05,73,55,47,76,66
243360,N. Frling,18,73,375000,175.26,73.94,71,63,68,80,70
243363,E. Herrera,19,74,240000,172.72,68.04,73,75,48,75,67
243364,D. Watari,25,66,475000,175.26,69.85,74,63,53,74,69
243365,D. Miya,22,62,110000,185.42,82.1,58,61,75,45,39
243366,O. Klitten,18,68,100000,182.88,68.04,60,34,48,65,59
243367,K. Yamada,18,63,70000,175.26,59.87,66,57,44,80,78
243369,J. Harboe,18,69,80000,177.8,68.95,66,38,45,68,71
243370,A. Koljic,19,68,140000,175.26,68.04,66,65,56,77,71
243371,M. Jrgensen,17,74,250000,182.88,69.85,75,55,58,65,72
243372,J. Nieva,19,70,180000,177.8,71.21,62,60,65,70,60
243378,M. Wintzheimer,19,77,550000,180.34,77.11,67,63,68,68,71
243384,C. Munder,18,76,850000,165.1,57.15,81,70,57,68,78
243386,D. Valencia,18,74,140000,180.34,68.04,55,54,46,68,56
243387,S. Brolin,17,78,160000,203.2,84.82,31,25,72,27,22
243388,B. Sosa,20,80,1600000,185.42,77.11,75,67,69,66,73
243395,C. Essers,21,67,350000,180.34,66.22,62,61,64,59,58
243397,Daniel Rebollo,18,74,350000,180.34,74.84,31,40,45,45,38
243401,Andre Vidigal,19,78,1400000,175.26,67.13,79,63,50,78,75
243402,Lisandro Semedo,22,77,3200000,175.26,73.94,84,70,70,75,78
243406,G. Barry,18,61,50000,175.26,68.04,64,55,42,60,63
243410,O. önlÅáifái,21,66,150000,177.8,69.85,67,61,44,81,78
243411,N. Marthinussen,18,65,80000,180.34,69.85,55,63,64,68,48
243413,D. Walsh,18,68,60000,185.42,76.2,52,39,52,48,39
243427,R. Edmondson,17,79,230000,185.42,78.02,58,51,81,56,54
243429,Alberto Redondo,21,72,425000,182.88,67.13,53,61,50,66,48
243430,David Alba,19,74,550000,180.34,77.11,55,49,62,63,39
243431,Miguel ngel,20,72,425000,190.5,86.18,56,53,75,38,38
243432,P. Mbodji,20,70,325000,182.88,77.11,56,56,57,63,52
243434,G. Tegue,18,68,50000,185.42,74.84,60,61,57,57,42
243442,E. Aiwu,17,76,230000,182.88,77.11,64,57,67,55,69
243445,F. Kaya,18,73,220000,182.88,78.93,58,52,55,70,72
243446,M. Gomez,19,79,1300000,170.18,64.86,80,68,57,80,77
243449,L. Perrin,19,73,250000,187.96,71.21,55,63,70,56,42
243450,S. Marasovic,20,74,450000,170.18,58.97,62,52,38,88,87
243451,M. Nilor,20,71,280000,180.34,79.83,48,50,67,62,49
243452,I. Diarra,20,79,675000,172.72,63.96,78,50,30,85,77
243456,B. White,22,69,525000,177.8,77.11,74,66,65,70,70
243465,C. Romaa,18,70,70000,180.34,74.84,60,60,58,65,52
243466,J. Quiones Saya,18,75,150000,170.18,67.13,67,50,46,72,60
243467,A. Estacio,20,69,130000,177.8,71.21,62,55,49,71,55
243468,A. Balanta,18,80,375000,177.8,72.12,62,68,59,67,56
243476,M. Borgogno,19,69,160000,180.34,72.12,22,17,47,44,22
243478,E. Loiodice,17,85,800000,175.26,62.14,62,51,39,78,66
243479,M. Fonseca,22,68,240000,172.72,68.95,69,63,50,65,63
243481,M. Pedersen,18,76,190000,177.8,69.85,80,58,44,71,67
243482,F. Godoy,18,79,210000,185.42,78.93,54,60,66,54,44
243489,B. Zamora,20,64,70000,180.34,73.03,63,60,58,62,61
243490,C. Ariza,22,66,110000,185.42,69.85,23,20,51,48,26
243493,O. Sims,17,74,130000,172.72,69.85,81,46,47,72,76
243497,S. Walukiewicz,18,76,375000,187.96,79.83,56,67,74,51,40
243500,A. Gamboa,19,72,260000,190.5,84.82,61,61,81,59,60
243501,J. o,17,76,200000,175.26,71.21,65,67,43,73,48
243502,J. Bursztyn,20,65,120000,185.42,84.82,23,24,62,37,37
243505,I. Minchev,27,62,0,167.64,59.87,64,62,33,83,63
243506,Zhou Xin,20,61,40000,170.18,64.86,58,64,32,85,57
243510,O. Stijepovi,18,77,750000,177.8,68.04,66,50,48,76,72
243513,G. Corbo,18,80,375000,185.42,76.2,55,64,64,60,54
243514,J. Meier,18,75,290000,177.8,78.02,58,63,63,59,62
243516,A. Nguiamba,19,77,400000,177.8,73.03,63,60,65,66,65
243519,V. Burgoa,17,74,300000,175.26,68.04,64,60,49,67,60
243520,A. McCann,18,72,100000,177.8,64.86,66,63,52,50,49
243521,I. Erquiaga,20,75,750000,177.8,63.05,76,69,51,75,72
243523,S. Suganuma,28,64,325000,182.88,78.02,58,62,72,56,58
243524,S. Grnli,17,77,200000,170.18,63.96,62,54,30,89,81
243525,R. Ljubicic,18,70,300000,180.34,76.2,58,67,63,58,62
243526,M. MÅldÅr,19,76,625000,185.42,74.84,75,68,69,62,71
243533,M. Hamdy,23,79,0,172.72,72.12,66,60,70,78,60
243535,J. Conze,18,65,80000,185.42,77.11,61,75,66,64,59
243538,K. Letica,21,80,3500000,200.66,96.16,34,18,71,27,31
243539,K. Yakob,17,70,100000,177.8,73.03,69,71,59,66,64
243540,M. Dembele,19,76,200000,185.42,68.04,52,59,65,61,48
243549,M. Hosseini,22,67,290000,182.88,76.2,54,51,54,61,43
243551,A. Gholizadeh,22,76,1500000,175.26,68.95,77,70,61,71,76
243554,Basilio,34,66,260000,185.42,83.01,42,42,65,50,50
243556,And£jar,26,67,475000,187.96,78.93,55,65,71,54,48
243558,scar Valentn,23,71,725000,177.8,64.86,64,73,63,70,63
243560,Carlitos,33,64,270000,175.26,67.13,46,60,37,66,65
243566,T. Herbots,17,73,100000,185.42,69.85,24,24,35,43,38
243567,S. Barratt,22,67,400000,187.96,64.86,72,73,65,63,61
243571,B. Diaby,20,75,775000,187.96,88,81,67,80,58,56
243573,A. Racioppi,19,76,280000,185.42,79.83,28,20,40,31,39
243574,Z. Brault-Guillard,19,74,400000,170.18,66.22,78,70,66,82,55
243575,J. Ball,22,64,130000,187.96,79.83,69,63,79,55,61
243576,Pedro Porro,18,82,1600000,175.26,69.85,77,66,50,72,76
243580,I. Openda,18,81,1100000,175.26,74.84,86,58,69,77,65
243581,S. Guri,24,71,1000000,187.96,86.18,61,66,75,53,58
243582,S. Griffin,18,67,60000,172.72,63.96,58,54,49,60,55
243583,E. Ngwatala,25,60,130000,177.8,73.94,66,52,55,69,64
243584,S. Bohan,17,67,80000,180.34,69.85,33,25,38,43,39
243586,A. El Kaabi,25,71,1000000,182.88,74.84,65,65,68,61,65
243590,Joo Reis,26,68,550000,175.26,66.22,59,66,61,78,80
243591,Fernando Andrade,25,72,1000000,182.88,74.84,65,70,69,61,59
243592,M. Laurent,26,66,550000,170.18,60.78,67,60,48,77,78
243593,A. Lauriente,19,69,180000,170.18,58.97,63,45,33,87,58
243596,N. Morahan,18,68,60000,175.26,66.22,68,53,38,66,63
243597,C. Walsh,17,70,50000,185.42,82.1,52,46,54,60,52
243599,P. Ouaneh,20,64,90000,185.42,79.83,62,63,56,62,41
243600,E. Durrell,28,60,210000,177.8,74.84,65,54,56,65,69
243601,D. Fitzpatrick,28,60,160000,177.8,73.03,63,67,67,67,56
243602,S. Mbakata,20,70,325000,177.8,72.12,78,74,68,77,56
243603,L. Ranger,19,67,110000,175.26,64.86,79,55,53,70,63
243607,D. Pineda,22,74,1200000,177.8,66.22,74,70,47,74,74
243608,R. Giles,18,76,170000,177.8,72.12,83,58,45,75,77
243609,Diogo Santos,33,66,260000,190.5,83.91,47,72,82,42,40
243615,L. Nieuwpoort,23,69,600000,187.96,69.85,67,66,72,48,66
243617,F. Serrarens,27,68,900000,187.96,83.01,72,73,80,52,64
243618,L. Fadinger,17,72,270000,172.72,64.86,68,48,39,83,72
243619,D. Burgzorg,19,75,550000,185.42,76.2,74,60,61,68,75
243620,A. Hellborg,19,73,190000,185.42,77.11,51,58,71,54,56
243621,N. Ayeva,16,72,70000,177.8,69.85,66,58,52,74,63
243622,M. Nottingham,29,56,70000,193.04,88,55,60,69,62,43
243623,S. Wilson,25,62,200000,182.88,81.19,82,42,68,56,50
243624,J. Thomassen,25,68,700000,187.96,78.02,69,67,80,59,68
243625,Choi Beom Kyung,21,64,100000,175.26,73.03,58,50,52,70,53
243626,Kim Jung Ho,23,65,150000,187.96,83.91,62,56,86,52,62
243627,Y. Adli,17,84,1100000,185.42,78.02,61,59,63,57,65
243628,A. Vukoti,22,72,750000,203.2,94.8,45,63,89,29,46
243629,J. Garca,19,60,40000,172.72,76.2,33,18,37,42,23
243630,J. David,18,85,1900000,177.8,77.11,80,49,68,68,81
243631,M. Camara,20,70,325000,177.8,68.95,62,40,46,71,56
243634,S. Kodama,19,69,240000,165.1,60.78,69,58,31,87,77
243636,C. Hawkins,18,65,50000,187.96,74.84,31,22,41,38,25
243637,R. Hutchinson,18,74,130000,177.8,74.84,62,59,55,66,58
243642,W. Tchimbembe,20,74,450000,180.34,73.94,70,34,57,56,72
243644,B. Sissoko,20,71,325000,185.42,83.01,59,38,64,60,53
243645,C. Rawlinson,26,66,450000,185.42,78.02,55,65,84,60,50
243646,B. Nygren,16,73,180000,182.88,73.03,63,61,61,61,60
243647,A. Bayndr,20,66,120000,198.12,73.03,23,25,56,24,22
243649,E. Clarke,19,59,40000,172.72,69.85,55,62,52,42,49
243651,M. Sheaf,18,69,140000,182.88,74.84,70,59,58,73,65
243652,Borja Garces,18,83,950000,177.8,71.21,67,55,51,70,66
243656,N. Radonji,22,80,5500000,185.42,76.2,76,62,52,64,84
243658,P. Paya,18,67,50000,177.8,58.97,61,49,43,77,67
243659,A. Morkaya,29,61,200000,187.96,79.83,36,55,67,52,61
243660,A. Kubalas,26,66,375000,185.42,78.02,58,60,62,54,35
243661,A. Vallci,22,69,575000,190.5,82.1,77,67,84,50,60
243662,Kalindi,24,74,1900000,170.18,62.14,88,89,37,82,79
243663,J£lio Cesar,23,74,1200000,187.96,83.01,49,68,83,40,39
243664,F. Rieder,22,66,220000,175.26,68.95,65,73,43,77,72
243665,C. Tiehi,20,76,300000,177.8,78.02,55,58,60,64,65
243667,C. Thompson,18,73,220000,170.18,74.84,68,61,65,71,68
243669,J. Anthony,18,73,260000,175.26,62.14,73,66,50,75,67
243670,J. Boote,18,71,230000,175.26,63.05,63,71,45,79,65
243675,K. Scherpen,18,78,750000,203.2,84.82,46,37,69,42,37
243676,G. Klok,27,64,375000,175.26,78.02,66,68,74,76,57
243677,T. Siekman,28,62,200000,187.96,74.84,51,56,69,55,42
243678,G. Siadas,18,73,190000,180.34,73.94,63,60,48,68,55
243679,E. Bijlsma,19,67,150000,185.42,73.03,56,53,58,58,50
243681,V. Smedsrud,18,64,50000,193.04,88,23,20,62,26,39
243682,F. Chenkam,19,71,220000,167.64,74.84,77,52,58,80,62
243683,S. Acka,27,61,150000,182.88,79.83,63,64,64,54,48
243685,J. Cleary,16,72,50000,177.8,72.12,30,25,37,48,26
243686,Chiquinho,22,78,4300000,175.26,66.22,69,74,38,83,85
243687,H. Pritchard,25,60,130000,182.88,78.93,71,49,36,60,56
243688,B. Burns,18,78,525000,172.72,64.86,78,79,40,80,59
243689,P. Pierzchaa,19,65,120000,190.5,88,60,60,71,50,50
243690,W. Dugosz,18,63,90000,182.88,66.22,69,33,41,70,50
243692,P. Choroba,22,69,350000,182.88,74.84,72,75,69,60,67
243695,L. Hupfauf,21,66,190000,175.26,73.03,71,64,48,75,68
